skintype,skin_condition,product_type,product_name,brand,notable_effects,picture_src
"Normal, Dry, Oily, Combination, Sensitive","('wrinkles', 'pigmentation')",Serum,Somethinc Holygrail Multipeptide Youth Elixir,SOMETHINC,"('brightening', 'anti-aging')",https://d1t5vruya68pwb.cloudfront.net/uploads/products/thumbs/800x800/Somethinc_Box_no_frame_Holygrail.png
"Normal, Dry","('dry and dehydrated skin', 'pigmentation')",Serum,Somethinc 10% Niacinamide Barrier Serum,SOMETHINC,"('moisturizing', 'brightening', 'black-spot')",https://d1t5vruya68pwb.cloudfront.net/uploads/products/thumbs/800x800/Somethinc_Box_no_frame_10%25_Barrier_20ml.png
"Oily, Combination, Sensitive","('wrinkles', 'pigmentation', 'acne')",Serum,Somethinc BAKUCHIOL Skinpair Oil Serum,SOMETHINC,"('acne-free', 'brightening', 'anti-aging')",https://d1t5vruya68pwb.cloudfront.net/uploads/products/thumbs/800x800/Somethinc-Local-Serum-Bakuchiol-Oil-Skinpair-20ml1.jpg
Dry,"('dry and dehydrated skin',)",Moisturizer,Somethinc Ceramic Skin Saviour Moisturizer Gel,SOMETHINC,"('hydrating', 'moisturizing')",https://d1t5vruya68pwb.cloudfront.net/uploads/products/thumbs/800x800/Ceramic-Cover-NoFrame.jpg
"Normal, Dry, Oily, Combination","('wrinkles',)",Serum,Somethinc Salmon DNA + Marine Collagen Elixir,SOMETHINC,"('anti-aging',)",https://d1t5vruya68pwb.cloudfront.net/uploads/products/thumbs/800x800/Somethinc_Box_no_frame_Salmon.png
Sensitive,"('dry and dehydrated skin', 'redness')",Serum,Somethinc HYALuronic9+ Advanced + B5 Serum,SOMETHINC,"('hydrating', 'soothing')",https://d1t5vruya68pwb.cloudfront.net/uploads/products/thumbs/800x800/HYALuronic9%2B_Advanced_%2B_B5_Serum.jpg
"Normal, Dry, Oily, Combination","('dry and dehydrated skin', 'redness', 'acne')",Serum,Somethinc 10% Niacinamide + Moisture Sabi Beet Max Brightening Serum,SOMETHINC,"('hydrating', 'soothing', 'acne-free')",https://d1t5vruya68pwb.cloudfront.net/uploads/products/thumbs/800x800/Hansohee_Niacinamide_Sabi-10.jpg
Sensitive,"('wrinkles', 'pigmentation', 'enlarged pores')",Serum,Somethinc CURIOUSLY 24K GOLD Essence,SOMETHINC,"('pore-care', 'brightening', 'anti-aging')",https://d1t5vruya68pwb.cloudfront.net/uploads/products/thumbs/800x800/Somethinc_Box_no_frame_24K_Gold.png
Sensitive,"('acne', 'enlarged pores', 'oily skin')",Serum,SOMETHINC Bakuchiol Skinpair Oil Serum,SOMETHINC,"('acne-free', 'oil-control', 'pore-care')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Somethinc_Bakuchiol_Skinpair_Oil_Serum_9.webp
Sensitive,"('wrinkles', 'pigmentation', 'enlarged pores')",Serum,SOMETHINC REVIVE POTION 3% Arbutin + Bakuchiol,SOMETHINC,"('pore-care', 'brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Revive_Potion_3%25_Arbutin_%2B_Bakuchiol_1.png
"Dry, Oily, Sensitive","('wrinkles', 'pigmentation', 'enlarged pores')",Toner,SOMETHINC SUPPLE POWER Hyaluronic 9 + Onsen Essence Toner,SOMETHINC,"('pore-care', 'brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Somethinc_Supple_Power.jpg
"Dry, Oily, Sensitive","('acne', 'enlarged pores', 'oily skin')",Toner,SOMETHINC Glow Maker AHA BHA PHA Clarifying Treatment Toner,SOMETHINC,"('acne-free', 'oil-control', 'pore-care')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Somethinc_Glow_Maker.jpg
Dry,"('wrinkles',)",Serum,SOMETHINC Holygrail Multipeptide Youth Elixir,SOMETHINC,"('anti-aging',)",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Somethinc_Holygrail_Multipeptide_Youth_Elixir.png
Sensitive,"('wrinkles', 'pigmentation', 'enlarged pores')",Serum,SOMETHINC Niacinamide + Moisture Beet Serum (20 ml),SOMETHINC,"('pore-care', 'brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Somethinc_Niacinamide_%2B_Moisture_Beet_Serum_%2820_ml%29.jpg
"Dry, Sensitive","('pigmentation', 'acne')",Serum,SOMETHINC Dark Spot Reducer Ampoule,SOMETHINC,"('acne-free', 'brightening', 'black-spot')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/dss.png
"Normal, Dry","('pigmentation', 'impaired skin barrier')",Serum,SOMETHINC 10% Niacinamide + Moisture Sabi Beet Brightening Serum,SOMETHINC,"('brightening', 'black-spot', 'skin-barrier')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Somethinc_10_Niacinamide_Moisture_Sabi_Beet_Brightening_Serum_%284%29.jpg
Sensitive,"('wrinkles', 'redness', 'impaired skin barrier')",Serum,SOMETHINC Granactive Snow Retinoid 2%,SOMETHINC,"('soothing', 'anti-aging', 'skin-barrier')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Granactive_Snow_Retinoid_2%25_1.png
Oily,"('wrinkles', 'pigmentation', 'acne', 'enlarged pores')",Serum,SOMETHINC 1% Pure Retinol + Squalane,SOMETHINC,"('acne-free', 'pore-care', 'brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/1%25_Pure_Retinol_%2B_Squalane_1.png
Dry,"('wrinkles', 'pigmentation', 'enlarged pores')",Serum,SOMETHINC Niacinamide + Moisture Beet Serum 40ml,SOMETHINC,"('pore-care', 'brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Somethinc_Niacinamide_%2B_Moisture_Beet_Serum_%2840_ml%29.png
"Normal, Dry, Oily, Combination, Sensitive","('dry and dehydrated skin', 'wrinkles')",Serum,SOMETHINC Salmon DNA + Marine Collagen Elixir,SOMETHINC,"('moisturizing', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Somethinc_Salmon_DNA_%2B_Marine_Collagen_Elixir.png
Dry,"('wrinkles', 'pigmentation', 'enlarged pores')",Serum,SOMETHINC 5% Niacinamide + Moisture Sabi Beet Serum,SOMETHINC,"('pore-care', 'brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Somethinc_5%25_Niacinamide_%2B_Moisture_Sabi_Beet_Serum.jpg
"Normal, Dry, Oily, Combination, Sensitive","('pigmentation', 'skin imbalance', 'impaired skin barrier')",Serum,SOMETHINC Resurrect Multibiome Serum,SOMETHINC,"('balancing', 'brightening', 'skin-barrier')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Resurrect_Multibiome_Serum_1.png
Oily,"('wrinkles',)",Serum,SOMETHINC 3% Astaxanthin + Chlorelina Serum,SOMETHINC,"('anti-aging',)",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/3%25_ASTAXANTHIN_%2B_Chlorelina_Serum.png
Oily,"('wrinkles', 'pigmentation', 'acne', 'enlarged pores')",Serum,SOMETHIN CLEVEL 1% Retinol,SOMETHINC,"('acne-free', 'pore-care', 'brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Somethinc_LEVEL_1%25_RETINOL1.jpg
Oily,"('wrinkles', 'pigmentation', 'acne', 'enlarged pores')",Serum,SOMETHINC Level 1% Encapsulated Retinol,SOMETHINC,"('acne-free', 'pore-care', 'brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Level_1%25_Encapsulated_Retinol_1.png
Dry,"('wrinkles', 'pigmentation', 'enlarged pores')",Serum,SOMETHINC Skin Defender Bakuchiol + COQ10 Serum,SOMETHINC,"('pore-care', 'brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Skin_Defender_Bakuchiol_%2B_COQ10_Serum_1.png
Oily,"('wrinkles',)",Serum,SOMETHINC Hylapore Away Solution,SOMETHINC,"('anti-aging',)",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Hylapore_Away_Solution_1.png
Oily,"('acne', 'enlarged pores', 'oily skin')",Serum,SOMETHINC 2% BHA Salicylic Acid Liquid Perfector,SOMETHINC,"('acne-free', 'oil-control', 'pore-care')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/2%25_BHA_Salicylic_Acid_Liquid_Perfector_1.png
Dry,"('dry and dehydrated skin', 'pigmentation')",Serum,SOMETHINCLemonade Waterless Vitamin C + Ferulic + NAG,SOMETHINC,"('moisturizing', 'brightening', 'black-spot')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Lemonade_Waterless_Vitamin_C_%2B_Ferulic_%2B_NAG_1.png
Oily,"('wrinkles',)",Serum,SOMETHINC 60% Vita Propolis + Bee Venom Glow Serum,SOMETHINC,"('anti-aging',)",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/60%25_Vita_Propolis_%2B_Bee_Venom_Glow_Serum_1.png
"Normal, Dry, Oily, Combination","('sun damage', 'enlarged pores', 'sun protection')",Sunscreen,SOMETHINC Glowing Up Sunscreen Stick SPF 50+ PA ++++ 15ml ,SOMETHINC ,"('pore-care', 'uv-protection', 'no-whitecast')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Somethinc_Sunstick_Sunscreen.png
"Normal, Dry, Oily, Combination, Sensitive","('sun damage', 'redness')",Sunscreen,SOMETHINC Holyshield! Sunscreen Comfort Corrector Serum SPF 50+ PA++++ Rp 69.000 - Rp 149.000 (19),SOMETHINC ,"('soothing', 'uv-protection')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Somethinc_Holyshield%21_Sunscreen_Comfort_Corrector_Serum_SPF_50%2B_PA%2B%2B%2B%2B_50ml.png
"Normal, Combination","('dry and dehydrated skin', 'enlarged pores')",Face Wash,So Fresh So Clean 2003 Awesome Apricot Cleansing Pore Scrub,SPASCRIPTIONS,"('moisturizing', 'pore-care')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/So_Fresh_So_Clean_Awesome_Apricot_Cleansing_Pore_Scrub.webp
"Normal, Dry, Oily, Combination, Sensitive","('redness', 'impaired skin barrier', 'acne')",Moisturizer,STUDIO TROPIK Rescue RX - Antibacterial Face Mist,STUDIO TROPIK,"('soothing', 'acne-free', 'skin-barrier')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Studio_Tropik_Rescue_RX_-_Antibacterial_Face_Mist.png
"Normal, Oily","('dry and dehydrated skin', 'redness', 'impaired skin barrier')",Moisturizer,STUDIO TROPIK Fresh Skin Barrier Cream,STUDIO TROPIK,"('soothing', 'moisturizing', 'skin-barrier')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Studio_Tropik_Fresh_Skin_Barrier_Cream.png
Oily,"('wrinkles', 'sun damage')",Moisturizer,STUDIO TROPIK Rich Skin Barrier Cream,STUDIO TROPIK,"('anti-aging', 'uv-protection')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Studio_Tropik_Rich_Skin_Barrier_Cream.png
"Normal, Dry, Oily, Combination, Sensitive","('pigmentation', 'redness')",Moisturizer,Studio Tropik Rescue RX - Antibacterial Face Mist ,STUDIO TROPIK,"('soothing', 'brightening')","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/5bb847b0-7dae-4098-9eaa-3f3cffa1573f-image-0-1624870871419"
Dry,"('wrinkles',)",Toner,STUDIO TROPIK Probiome Skin Tonic,STUDIO TROPIK,"('anti-aging',)",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Studio_Tropik_Probiome_Skin_Tonic.png
"Dry, Oily, Sensitive","('acne', 'enlarged pores', 'oily skin')",Toner,STUDIO TROPIK Herbitus Skin Tonic ,STUDIO TROPIK,"('acne-free', 'oil-control', 'pore-care')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Studio_Tropik_Herbitus_Skin_tonic.png
"Normal, Dry","('wrinkles',)",Moisturizer,Sukin Rosehip Hydrating Day Cream ,SUKIN,"('anti-aging',)",https://s3-ap-southeast-1.amazonaws.com/img-sociolla/img/p/3/2/4/9/3/32493-large_default.jpg
"Normal, Dry, Oily, Combination, Sensitive","('dry and dehydrated skin', 'redness')",Toner,Sukin Rose Hydrating Mist Toner ,SUKIN,"('soothing', 'moisturizing')","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/5f2308ee-22c2-4564-ad22-75bd280ad958-image-0-1613643762932"
"Normal, Dry, Oily, Combination, Sensitive","('dry and dehydrated skin', 'pigmentation')",Toner,Sukin Green Tea Hydrating Mist Toner ,SUKIN,"('moisturizing', 'brightening', 'black-spot')","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/9deffb66-9b26-47fc-bfae-a6e0c276a818-979011596-1613643986479.png"
Dry,"('wrinkles',)",Toner,SUKIN Signature Original Hydrating Mist Toner,SUKIN ,"('anti-aging',)",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Sukin_Hydrating-Mist-Toner.jpg
"Normal, Oily","('redness', 'skin imbalance')",Face Wash,SUKIN Signatur Foaming Facialn Cleanser,SUKIN,"('soothing', 'balancing')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Sukin_Signature_Foaming_Facial_Cleanser.jpg
"Normal, Dry, Oily, Combination, Sensitive","('acne', 'enlarged pores', 'oily skin')",Toner,Sukin Blemish Control Pore Perfecting Toner,SUKIN,"('acne-free', 'oil-control', 'pore-care')",https://s3-ap-southeast-1.amazonaws.com/img-sociolla/img/p/3/6/4/7/8/36478-large_default.jpg
"Normal, Dry, Oily, Combination, Sensitive","('dry and dehydrated skin', 'redness')",Moisturizer,Sukin Certified Organic Rosehip Oil ,SUKIN,"('hydrating', 'soothing')",https://s3-ap-southeast-1.amazonaws.com/img-sociolla/img/p/3/2/4/8/9/32489-large_default.jpg
"Normal, Dry, Oily, Combination, Sensitive","('sun damage', 'pigmentation')",Sunscreen,Sulwhasoo Snowise Brightening UV Protector SPF50 + ,SULWHASOO,"('brightening', 'uv-protection')","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/db87bf19-ca4a-43e1-a4ea-d0f1f2a7de52-image-0-1611302212126"
Dry,"('wrinkles', 'pigmentation')",Serum,TERRA BEAUTE Citrea Brilliance Serum,TERRA BEAUTE,"('brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Terra_Beaute_Citrea_Brilliance_Serum.jpg
Oily,"('dry and dehydrated skin', 'pigmentation')",Moisturizer,TERRA BEAUTE Moonlight Radiance Cream,TERRA BEAUTE,"('moisturizing', 'brightening', 'black-spot')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Terra_Beaute_Moonlight_Radiance_Cream.jpg
"Normal, Dry, Oily, Combination","('pigmentation', 'enlarged pores')",Toner,Terra Beaute Radiance Facial Toner,TERRA BEAUTE,"('pore-care', 'black-spot')","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/image-0-1600338541054"
Dry,"('wrinkles', 'pigmentation', 'acne', 'enlarged pores')",Serum,TERRA BEAUTE Acne Soother Serum,TERRA BEAUTE,"('acne-free', 'pore-care', 'brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Terra_Beaute_Acne_Soother_Serum.jpg
Dry,"('wrinkles',)",Toner,THAYERS Witch Hazel Toner Lavender ,THAYERS ,"('anti-aging',)",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Thayers_Witch_Hazel_Toner_Lavender.png
Dry,"('wrinkles',)",Toner,THAYERS Witch Hazel Rose Petal Toner,THAYERS ,"('anti-aging',)",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/JUAL_thayers_Witch_Hazel_Rose_Petal_Toner-355ml.jpg
Sensitive,"('dry and dehydrated skin', 'redness')",Toner,Thayers Witch Hazel - Unscented ,THAYERS,"('soothing', 'moisturizing')","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/30527086994-1592364152365.png"
"Normal, Dry, Oily, Combination, Sensitive","('redness', 'skin imbalance')",Toner,Thayers Witch Hazel - Rose Petal,THAYERS,"('soothing', 'balancing')","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/74662272164-1584672203958.png"
"Normal, Dry, Oily, Combination, Sensitive","('dry and dehydrated skin', 'sun damage')",Moisturizer,The Aubree Even Brighter Day Cream ,THE AUBREE,"('moisturizing', 'uv-protection')",https://s3-ap-southeast-1.amazonaws.com/img-sociolla/img/p/3/6/1/3/8/36138-large_default.jpg
"Normal, Dry, Oily, Combination, Sensitive","('dry and dehydrated skin',)",Moisturizer,The Aubree Centella + Greentea Power Cream ,THE AUBREE,"('hydrating', 'moisturizing')","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/67134658648-1585294421183.png"
Dry,"('dry and dehydrated skin', 'redness')",Toner,THE BATH BOX Infused Essential Rose Hydrating Toner ,THE BATH BOX,"('hydrating', 'soothing')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Infused_Essential_Rose_Hydrating_Toner_100ml.jpg
Dry,"('wrinkles',)",Serum,THE BATH BOX Rose Hydrating Serum In Jar,THE BATH BOX,"('anti-aging',)",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Rose_Hydrating_Serum_In_Jar_50gr.jpg
Dry,"('wrinkles',)",Serum,THE BATH BOX Delicate Dream Calming Facial Serum ,THE BATH BOX,"('anti-aging',)",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Delicate_Dream_Calming_Facial_Serum.jpg
Oily,"('wrinkles',)",Toner,THE BATH BOX Kombucha Gentle Exfoliating Toner ,THE BATH BOX,"('anti-aging',)",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Kombucha_Gentle_Exfoliating_Toner.jpg
Dry,"('dry and dehydrated skin',)",Face Wash,THE BATH BOX Salted Honey Facial Cleanser,THE BATH BOX,"('moisturizing',)",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Salted_Honey_Facial_Cleanser.webp
Dry,"('wrinkles', 'pigmentation', 'enlarged pores')",Serum,THE BATH BOX Peptide Probiotic Anti Aging Facial Serum,THE BATH BOX,"('pore-care', 'brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Peptide_Probiotic_Anti_Aging_Facial_Serum.jpg
Oily,"('wrinkles', 'pigmentation', 'enlarged pores')",Serum,THE BATH BOX Brassica Lightening Facial Serum,THE BATH BOX,"('pore-care', 'brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Brassica_Facial_Serum_30ml.jpg
"Normal, Dry, Combination","('dry and dehydrated skin', 'enlarged pores', 'oily skin')",Face Wash,The Body Shop Himalayan Charcoal Purifying Face Wash,THE BODY SHOP,"('hydrating', 'oil-control', 'pore-care')",https://www.thebodyshop.co.id/media/catalog/product/cache/086d57bd1558fa9056e0613819aec0db/M/_/M_101250059.JPG
"Normal, Dry","('dry and dehydrated skin', 'pigmentation', 'impaired skin barrier')",Face Wash,The Body Shop Vitamin C Cleansing Polish Face Wash,THE BODY SHOP,"('moisturizing', 'brightening', 'skin-barrier')",https://www.thebodyshop.co.id/media/catalog/product/cache/086d57bd1558fa9056e0613819aec0db/M/_/M_101000438.jpg
"Normal, Dry, Oily, Combination, Sensitive","('dry and dehydrated skin', 'enlarged pores')",Face Wash,The Body Shop Aloe Cream Cleanser,THE BODY SHOP,"('hydrating', 'pore-care')",https://www.thebodyshop.co.id/media/catalog/product/cache/086d57bd1558fa9056e0613819aec0db/M/_/M_102610004.jpg
"Normal, Dry, Oily, Combination","('dry and dehydrated skin', 'dull skin')",Face Wash,The Body Shop Lemon Purifying Face Wash,THE BODY SHOP,"('hydrating', 'refreshing')",https://www.thebodyshop.co.id/media/catalog/product/cache/086d57bd1558fa9056e0613819aec0db/5/_/5.png
"Normal, Dry, Oily, Sensitive","('dry and dehydrated skin', 'pigmentation')",Face Wash,The Body Shop Drops Of Light Brightening Cleansing Foam Face Wash,THE BODY SHOP,"('moisturizing', 'brightening', 'black-spot')",https://www.thebodyshop.co.id/media/catalog/product/cache/086d57bd1558fa9056e0613819aec0db/M/_/M_101190031.jpg
"Normal, Dry, Oily, Sensitive","('dry and dehydrated skin', 'redness')",Face Wash,The Body Shop Drops Of Youth Gentle Foaming Face Wash,THE BODY SHOP,"('hydrating', 'soothing')",https://www.thebodyshop.co.id/media/catalog/product/cache/086d57bd1558fa9056e0613819aec0db/1/0/101170140_-_drops_of_youth_gentle_foaming_wash_150ml.jpg
"Oily, Combination, Sensitive","('redness', 'enlarged pores', 'oily skin')",Face Wash,The Body Shop Aloe Calming Foaming Face Wash,THE BODY SHOP,"('soothing', 'oil-control', 'pore-care')",https://www.thebodyshop.co.id/media/catalog/product/cache/086d57bd1558fa9056e0613819aec0db/M/_/M_102610046.JPG
Oily,"('enlarged pores', 'impaired skin barrier')",Face Wash,The Body Shop Seaweed Pore Cleansing Exfoliator Scrub,THE BODY SHOP,"('pore-care', 'skin-barrier')",https://www.thebodyshop.co.id/media/catalog/product/cache/086d57bd1558fa9056e0613819aec0db/M/_/M_101080480.jpg
"Normal, Dry","('dry and dehydrated skin',)",Face Wash,The Body Shop Vitamin E Face Wash,THE BODY SHOP,"('hydrating', 'moisturizing')",https://www.thebodyshop.co.id/media/catalog/product/cache/086d57bd1558fa9056e0613819aec0db/M/_/M_101011021.jpg
"Normal, Dry, Oily, Sensitive","('pigmentation', 'redness')",Face Wash,The Body Shop Drops Of Light Brightening Liquid Peel Scrub,THE BODY SHOP,"('soothing', 'brightening')",https://www.thebodyshop.co.id/media/catalog/product/cache/086d57bd1558fa9056e0613819aec0db/M/_/M_101190049.JPG
Oily,"('acne', 'enlarged pores', 'oily skin')",Face Wash,The Body Shop Tea Tree 3 in 1 Face Wash Scrub Mask,THE BODY SHOP,"('acne-free', 'oil-control', 'pore-care')",https://www.thebodyshop.co.id/media/catalog/product/cache/086d57bd1558fa9056e0613819aec0db/M/_/M_101031037.jpg
"Normal, Dry, Oily, Sensitive","('dry and dehydrated skin',)",Face Wash,The Body Shop Vitamin E Cream Cleanser,THE BODY SHOP,"('hydrating', 'moisturizing')",https://www.thebodyshop.co.id/media/catalog/product/cache/086d57bd1558fa9056e0613819aec0db/M/_/M_101011013.JPG
"Normal, Dry, Oily, Sensitive","('dull skin', 'oily skin')",Face Wash,The Body Shop Carrot Energising Face Cleanser Face Wash,THE BODY SHOP,"('refreshing', 'oil-control')",https://www.thebodyshop.co.id/media/catalog/product/cache/086d57bd1558fa9056e0613819aec0db/M/_/M_101260008.JPG
"Dry, Sensitive","('dry and dehydrated skin', 'redness')",Face Wash,The Body Shop Camomile Clean Sweep Cleansing Stick,THE BODY SHOP,"('hydrating', 'soothing')",https://www.thebodyshop.co.id/media/catalog/product/cache/086d57bd1558fa9056e0613819aec0db/1/0/101050243_camomile_Cleansing_stick_45g.jpg
"Oily, Combination, Sensitive","('enlarged pores', 'oily skin')",Face Wash,The Body Shop Seaweed Deep Cleansing Gel Wash Face Wash,THE BODY SHOP,"('oil-control', 'pore-care')",https://www.thebodyshop.co.id/media/catalog/product/cache/086d57bd1558fa9056e0613819aec0db/M/_/M_101080472.jpg
"Normal, Dry, Oily, Combination, Sensitive","('dry and dehydrated skin',)",Toner,The Body Shop Vitamin E Hydrating Toner,THE BODY SHOP,"('hydrating', 'moisturizing')",https://www.thebodyshop.co.id/media/catalog/product/cache/086d57bd1558fa9056e0613819aec0db/M/_/M_101011005.JPG
Oily,"('dry and dehydrated skin', 'enlarged pores')",Toner,The Body Shop Tea Tree Skin Clearing Mattifying Toner,THE BODY SHOP,"('hydrating', 'pore-care')",https://www.thebodyshop.co.id/media/catalog/product/cache/086d57bd1558fa9056e0613819aec0db/M/_/M_101030922.jpg
"Normal, Dry","('dry and dehydrated skin', 'enlarged pores')",Face Wash,The Body Shop Camomile Silky Cleansing Oil Cleanser,THE BODY SHOP,"('moisturizing', 'pore-care')",https://www.thebodyshop.co.id/media/catalog/product/cache/086d57bd1558fa9056e0613819aec0db/M/_/M_101050194.jpg
"Normal, Oily","('dry and dehydrated skin', 'acne', 'enlarged pores')",Face Wash,The Body Shop Tea Tree Skin Clearing Foaming Face Wash,THE BODY SHOP,"('hydrating', 'acne-free', 'pore-care')",https://www.thebodyshop.co.id/media/images/HB_Teatree_Foaming_150ml.png
"Normal, Dry, Oily, Sensitive","('acne', 'enlarged pores', 'oily skin')",Face Wash,The Body Shop Tea Tree Squeaky Clean Face Scrub,THE BODY SHOP,"('acne-free', 'oil-control', 'pore-care')",https://www.thebodyshop.co.id/media/catalog/product/cache/086d57bd1558fa9056e0613819aec0db/M/_/M_101030948.jpg
"Normal, Oily","('dry and dehydrated skin', 'acne', 'enlarged pores')",Face Wash,The Body Shop Tea Tree Skin Clearing Face Wash,THE BODY SHOP,"('hydrating', 'acne-free', 'pore-care')",https://www.thebodyshop.co.id/media/catalog/product/cache/086d57bd1558fa9056e0613819aec0db/M/_/M_101030906.jpg
"Normal, Dry","('dry and dehydrated skin', 'enlarged pores')",Face Wash,The Body Shop Camomile Cleansing Balm,THE BODY SHOP,"('moisturizing', 'pore-care')",https://www.thebodyshop.co.id/media/catalog/product/cache/086d57bd1558fa9056e0613819aec0db/M/_/M_101050201.JPG
"Normal, Dry, Oily, Combination","('dry and dehydrated skin', 'enlarged pores', 'impaired skin barrier')",Face Wash,The Body Shop Drops Of Youth Youth Liquid Peel,THE BODY SHOP,"('hydrating', 'pore-care', 'skin-barrier')",https://www.thebodyshop.co.id/media/catalog/product/cache/086d57bd1558fa9056e0613819aec0db/M/_/M_101170001.JPG
"Normal, Dry, Oily, Combination, Sensitive","('dry and dehydrated skin', 'wrinkles')",Serum,The Face Shop Dr.Belmeur Cica Peptite Ampoule,THE FACE SHOP,"('moisturizing', 'anti-aging')",https://cdn.eraspace.com/pub/media/catalog/product/d/r/dr.belmeur-cica-peptite-ampoule-3.jpg
"Normal, Dry, Oily, Combination, Sensitive","('pigmentation', 'redness')",Sunscreen,The Face Shop Power Long-Lasting Suncream Spf50+ Pa+++,THE FACE SHOP,"('soothing', 'brightening')",https://cdn.eraspace.com/pub/media/catalog/product/p/o/power-long-lasting-suncream-spf50-3.jpg
"Dry, Sensitive","('dry and dehydrated skin', 'redness')",Moisturizer,The Face Shop Yehwadam Artemisia Soothing Moisturizing Cream 50ml,THE FACE SHOP,"('hydrating', 'soothing', 'moisturizing')",https://cdn.eraspace.com/pub/media/catalog/product/y/e/yehwadam-artemisia-soothing-moisturizing-cream-50ml-3.jpg
"Normal, Dry, Oily, Combination, Sensitive","('wrinkles',)",Toner,The Face Shop Yehwadam Hgg Rejuvenating Toner.19R,THE FACE SHOP,"('anti-aging',)",https://cdn.eraspace.com/pub/media/catalog/product/y/e/yehwadam-hgg-rejuvenating-toner.19r-3.jpg
"Normal, Dry","('dry and dehydrated skin',)",Toner,The Face Shop Green Natural Seed Anti Oxid Toner,THE FACE SHOP,"('hydrating', 'moisturizing')",https://cdn.eraspace.com/pub/media/catalog/product/g/r/green-natural-seed-anti-oxid-toner-3.jpg
"Normal, Dry, Oily, Combination, Sensitive","('wrinkles',)",Toner,The Face Shop Yehwadam Hwansaenggo Ultimate Rejuvenating Toner,THE FACE SHOP,"('anti-aging',)",https://cdn.eraspace.com/pub/media/catalog/product/y/e/yehwadam-hwansaenggo-ultimate-rejuvenating-toner-3.jpg
